,Unnamed: 0.1,Unnamed: 0,neighborhood,city,street,description,area,rooms,parking,bathrooms,lat,lon
1061,11,11,Jardim Santa Inês II, São José dos Campos,Avenida Iracy Pires da Almeida Puccini,"* LINDO APARTAMENTO COM VALOR DE OPORTUNIDADE PARA INVESTIMENTO OU MOARADIA - REGIÃO LESTE COM GRANDE VALORIZAÇÃO - LINDA VISTA PARA SERRA DA MANTIQUEIRA. *

 Apartamento segundo andar sendo:
- Sala Ampla 2 ambientes,
- Varanda Gourmet churraqueira à carvão,
- Cozinha com armários e granitos,
- 2 dormitórios sendo um com armário planejado,
- Banheiro social com box de vidro, 
- Vista livre para Serra da Mantiqueira,
- Apartamento toda está com piso laminado,
- Gás encanado,
- Instalação para internet,
- 1 vaga de garagem descoberta. 

- Prédio possui 3 elevadores ,
- Lazer com piscina,
- Salão de festas com churrasqueira,
- Playground,
- Portaria 24h, 
- Portão eletrônico,
- Jardim, 
- Vaga para visitantes.

Não Deixe Passar Oportunidade.

AGENDE SUA VISITA",57,2,1,1,,
1062,12,12,Parque Industrial, São José dos Campos,Rua Crato,"Maiores informações e visitas:
Fernanda Almeida 
CRECI 035459J

APARTAMENTO PARQUE INDUSTRIAL- LANÇAMENTO ENTREGA JANEIRO 2025-PROXIMO AO HOSPITAL REGIONAL-65M²

- 02 Quartos
- 02 Banheiros sendo uma suite
- 01 Sala
- 01 Cozinha
- 01 Lavanderia
- 01 Sacada
- salão de festas
- academia

Localização Estratégica:
Este incrível apartamento está estrategicamente localizado próximo ao Hospital Regional, oferecendo uma qualidade de vida única. Desfrute de 65m² de espaço moderno e funcional, com 2 quartos, sendo 1 suíte, além de uma sala aconchegante, cozinha prática, lavanderia conveniente e uma sacada para momentos relaxantes.

Facilidades ao Redor:
- Proximidade de farmácias
- Ponto de ônibus nas proximidades
- Mercados e comércio variado ao alcance

Construtora: San Bueno -",65,2,1,2,-23.2360898,-45.9078061
1063,13,13,Conjunto Residencial Trinta e Um de Março, São José dos Campos,,"Apartamento / Condomínio Vila das Palmeiras I / Palmeiras de São José / 02 Dormitórios / 56m² / São José dos Campos

RA Amil Negócios Imobiliários vende:

Excelente apartamento no Condomínio Vila das Palmeiras I, com cômodos amplos, ventilados e ótima iluminação
O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo.
Fácil acesso as principais vias de acesso da região.

Descrição do Imóvel:

- 02 Dormitórios 
- 01 Banheiro
- 01 Cozinha
- 01 área de serviço
- 01 Sala 
- 01 Vagas de garagem coberta
- Não tem elevador 

Diferenciais do apartamento:

- Sol da manhã 
- Arejado (janelas dos dois lados do prédio)
- Telas mosqueteiras em todas as janelas 
- Armários planejados na cozinha 
- Piso laminado bem conservado 
- Área de serviço separada da cozinha
- Piso cerâmico na cozinha e no banheiro 
- Box de acrílico no banheiro 
- As janelas da sala e dos quartos são voltadas para o interior do condomínio (silêncio)

Lazer do Condomínio: 

Portaria 24 horas, 
Ronda noturna
Quadra
Parquinho
Salão de festas
Salão de jogos
Brinquedoteca
Mercadinho
Feirinha noturna durante a semana

RA Amil Negócios Imobiliários
Creci 40046-J

Agende sua visita!
Fale conosco: -",56,2,1,1,,
1064,14,14,Vila Ema, São José dos Campos,Avenida Heitor Villa Lobos,"Excelente Apartamento na Vila Ema, Zona Central de São José dos Campos. 

São 3 dormitórios sendo com 1 suíte e 1 escritório, sala dois ambientes, e banheiro social, cozinha e área de serviço. 
Apartamento com piso em madeira, box blindex nos banheiros. Condomínio com total infra-estrutura de lazer e segurança. 
Excelente localização, próximo a serviços, comércio geral e transporte. 
Com 89 m² e 2 vagas de garagem.. ref. 24959 atualizado em 10/08.",89,3,2,2,-23.2042624,-45.8912481
1065,0,0,Jardim São Dimas, São José dos Campos,Rua Inconfidência,"O apartamento Mobiliado no Jd São Dimas tem 70 m2 com 2 quartos com armários embutidos, cozinha planejada, banheiro de serviço, 1 vaga de garagem.
Possui salão para festas e eventos, elevador para mais praticidade no dia-a-dia.
Bem próximo ao Poliedro, Unesp e COC. Ótima localização, próximo ao Parque Santos Dumont, Catedral São Dimas e comercios diversificado no bairro.",70,2,1.0,2,-23.1970974,-45.8881419
1066,1,1,Condomínio Royal Park, São José dos Campos,,"Apartamento decorado com 1 suíte à venda - Jardim Aquarius

Apartamento de 65m², mobiliado e decorado com sala integrada com a varanda gourmet e fechamento em vidro, cozinha americana com cooktop, forno embutido e coifa.
Possui uma suíte com móveis planejados, ar condicionado e closet. Além de lavabo, área de serviço e 1 vaga de garagem coberta.

Valor: R$700.000,00 -",65,1,1.0,1,,
1067,2,2,Parque Residencial Aquarius, São José dos Campos,Rua Benedito Osvaldo Lecques,"Apartamento com 3 dormitórios, à venda 143m², Condomínio Premiere Jardim Aquarius em São José dos Campos, interior de São Paulo.

Premiere Condomínio clube pertinho da Praça Ulisses Guimarães, Tauste Supermercados, Sam's Club, Golden Grill e Pizza, Oba Hortifruti, Mr.Moo, Colégio Objetivo, Colégio Poliedro... Jardim Aquarius é valorizado pela sua infraestrutura moderna, segurança e qualidade de vida, sendo uma excelente opção para quem busca conforto e tranquilidade.


143m² | 3 dormitórios | 2 salas | 3 banheiros I 2 vagas | planejados | varanda gourmet | andar médio | sol da tarde | NÃO ACEITA PERMUTA - São 143m², com 3 dormitórios, sendo 1 suíte com closet, banheiro social, lavabo, cozinha com planejados, forno, cooktop, coifa, lava louças e geladeira. Lavanderia, 2 vagas...

Condomínio clube com portaria 24h, com piscina semi olímpica aquecida e coberta, piscinas adulto e infantil, quadras de tênis e poliesportiva, espaço pet, espaço mulher, quiosques com churrasqueira e salão de festas para todas as idades.

Agende uma consultoria com especialistas de alto padrão que irão entender as suas necessidades, ajudando-o a encontrar o imóvel ideal e de acordo com a sua preferência! Consulte nossas opções disponíveis nos Condomínios: Lá Cité | Atmosphere | Grand Club Vila Ema | Esplanada Life Club | Unique | Celebrity | Patio Condomínio Club | Premiere | Évory Park | Aquarius Resort | Icon Vila Ema | Paesaggio | Belvedere | Central Park | Marinella Vila Adyana, Splendor Jardim das Industrias, entre outros...

Venda exclusiva i9vale, imóveis de luxo em SJCampos e região, especializada em entender todas as suas necessidades! -",143,3,2.0,3,-23.2221126,-45.9095335
1068,3,3,Jardim das Colinas, São José dos Campos,Avenida Doutor Eduardo Cury,"No Edifício Amadeus Boulevard você encontra conforto e praticidade em um edifício residencial com conveniência de um boulevard aos seus pés, próximo à tudo e em um dos mais conceituados bairros de alto padrão da cidade. Boulevard com 2 espaços comerciais de mais de 1.100 m². Edifício residencial e comercial com 30 pavimentos, 208 apartamentos. Área do terreno 5.024,50 m².
O apartamento está localizado no bairro Jardim das Colinas tem 85 metros quadrados com 2 quartos sendo 1 suíte e 1 banheiro
Possui área de fitness, espaço gourmet, área verde de jardim, playground, espaço para festas. Excelente mobilidade, próximo a todos as vias de acesso, faculdade, colégios, praças.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.
Além disso segurança garantida 24 horas por dia. Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Está em um condomínio com excelente mobilidade urbana, próximo a shopping Colinas, próximo ao colégio Poliedro, faculdades, supermercados e vias de acesso publicas. Região nobre.Venha agendar sua visita .",85,2,1.0,1,-23.2023485,-45.9096383
1069,4,4,Jardim Estoril, São José dos Campos,Rua José Firmino de Moraes,"03 Quartos

01 Suite

01 Banheiro

Sala

Cozinha

Lazer Completo:

Piscina Adulto,Quadra Poliesportiva, Salão de Festa,Salão de Jogos

Câmeras de SegurançaCerca ,Elétrica, Portaria : 1

Elevador de Serviço

Elevador Social : 1

proximidades do Sesi na avenida Cidade Jardim, bairro com toda infraestrutura, segurança, tranquilidade e muito verde.

Codigo:9448",90,3,1.0,2,,
1070,5,5,Vila Adyana, São José dos Campos,,"Apartamento à venda na Vila Adyana, região privilegiada em São José dos Campos/SP.Com 4 quartos, sendo 1 suíte, armários, sala com sacada, banheiro social, cozinha com armários, espaçosa área de serviço e 2 vagas de garagem.Próximo ao Parque Santos Dumont, escolas, bancos, restaurantes, padarias, entre outros... -",120,4,2.0,3,,
1071,6,6,Cidade Morumbi, São José dos Campos,,"Apartamento à venda no Cidade Morumbi - São José dos Campos/SP com 552 m²

Andar térreo
2 quartos
1 banheiro
churrasqueira , quadra portaria 24h
aceita financiamento
1 vaga

Código Anúncio: AP21233

A Alugueja.com inova diariamente no mercado imobiliário, simplificando a locação e administração de imóveis com agilidade. Nosso objetivo é oferecer atendimento exclusivo e dedicado para ajudar cada cliente a realizar seus sonhos.

Anúncio sujeito a alteração sem aviso prévio do seu proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado ou interessada. -",552,2,1.0,2,,
1072,7,7,Jardim Apolo I, São José dos Campos,Avenida Nove de Julho,"Urupema Residence & Mall 
No coração da 9 de Julho - Seja um sócio investidor. 

🏡 Cotas de Apartamentos de 1 dormitório de 33 m², a 37 m²
🏙 Cotas de Coberturas duplex de 66 m² a 75 m² com 2 suítes 

✅ Cada cota representa 1 unidade.
✅ Cronograma de pagamento em 60 meses
✅ Lucro estimado a valor presente de 69%.

Lazer Exclusivo:
🎉 Salão de festas
🏊 Piscina para adultos e infantil
💪 Academia
🧺 Lavanderia Coletiva 

👉 Agende uma reunião e participe desse Investimento de sucesso!
( 1 2 ) 9 9 7 1 7 - 3 0 0 2
Fabiana Alves

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyana, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.",33,1,1.0,1,-23.1956647,-45.8937347
1073,8,8,Monte Castelo, São José dos Campos,Rua Guararapes,"O Residencial Maria Nice está localizado no Monte Castelo, possui fácil acesso às principais vias da cidade.

Conheça as características deste apartamento:

- 54m² Área construída
- 2 Dormitórios sendo uma suíte
- Sala
- Cozinha planejada
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem

Diferenciais Exclusivos:

- Armários planejados na cozinha
- Varanda com vista panorâmica
- Piso frio na cozinha, sala, quartos e banheiros
- Elevador
- Andar alto
- Água incluso no condomínio

Lazer no condomínio:

- Salão de festas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.",54,2,1.0,2,-23.1839915,-45.8762111
1074,9,9,Parque Residencial Aquarius, São José dos Campos,Rua dos Atuns,"Apartamento à Venda no Jardim Aquarius - São José dos Campos/SP

Viva com conforto e praticidade em um dos bairros mais desejados de São José dos Campos, o Jardim Aquarius. Este apartamento oferece uma excelente infraestrutura e localização privilegiada, ideal para quem busca qualidade de vida.

Características do Imóvel:

Dormitórios: 3, sendo 1 suíte com sacada.
Banheiros: 2 (incluindo o banheiro social).
Cozinha: Totalmente planejada com despensa, proporcionando organização e funcionalidade.
Vagas de Garagem: 2 cobertas, garantindo segurança e comodidade.
Elevadores: 2, facilitando o acesso aos andares.
Lazer e Conveniências no Condomínio:

Piscinas: Adulto e infantil, para momentos de lazer e diversão.
Sauna: Para relaxamento e bem-estar.
Churrasqueiras: Perfeitas para confraternizações com amigos e família.
Espaço Kids: Um ambiente seguro e divertido para as crianças.
Salão de Festas: Ideal para eventos e celebrações.
Academia: Equipada, para manter sua rotina de exercícios.
Localização Privilegiada:

Bairro: Seguro e tranquilo, proporcionando qualidade de vida.
Proximidades: Próximo ao Shopping Colinas, bancos, supermercados e farmácias, oferecendo conveniência no dia a dia.
Acessos: Fácil acesso ao Anel Viário, Rodovia Presidente Dutra e Rodovia dos Tamoios, facilitando deslocamentos.
Este apartamento é uma excelente oportunidade para quem busca um lar confortável e bem localizado, em um condomínio com infraestrutura completa de lazer. Agende sua visita e venha conhecer seu novo lar!

Para mais informações e agendamento de visitas, entre em contato.
(1 2) 9 9 7 0 2 - 4 8 8 9

A metragem informada é aproximada e deve ser confirmada junto à documentação oficial do imóvel. Os valores estão sujeitos a alterações sem aviso prévio.",97,3,,2,-23.2190226,-45.908767
1075,10,10,Jardim Augusta, São José dos Campos,Rua Roma,"Agendamentos: ( 1 2 ) 9 8 8 0 9 5 3 5 2 - Donizete Ferreira

Apartamento - Jardim Augusta - Condomínio Citta Di Roma - 2 Dormitórios - 67m²

- 67m²
- 2 Dormitórios sendo 1 Suíte
- Sala de Estar e Jantar
- Cozinha
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem

Diferenciais Exclusivos:

- Sacada
- Elevador

Lazer no Condomínio:

- 3 Piscinas
- 2 Salões de Festas
- 2 Churrasqueiras
- Academia
- Playground
- Salão de Jogos
- Gazebo
- Quadra de Futebol
- Sauna

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Monte Castelo, Vila Industrial, Vila São Pedro, Vila Piratininga, casas e apartamentos próximos ao Center Vale Shopping, mercados, farmácias, escolas, Terminal Rodoviário Intermunicipal Frederico Ozanan, 2º distrito policial e estádio Martins Pereira, além de pontos comerciais localizados na Zona Central.",67,2,1.0,2,-23.1961689,-45.8794239
