,Unnamed: 0.1,Unnamed: 0,neighborhood,city,street,description,area,rooms,parking,bathrooms,lat,lon
896,11,11,Parque Industrial, São José dos Campos,Rua Crato,"O apartamento no bairro Parque Industrial tem 64 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui academia, espaço gourmet, espaço jardinado, área de recreação infantil, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Está em um condomínio protegido por grades.",64,2,1.0,2,-23.2360898,-45.9078061
897,12,12,Jardim Alvorada, São José dos Campos,Rua Sorocaba,"Agendamentos: ( 1 2 ) 9 8 8 0 9 5 3 5 2 - Donizete Ferreira

Apartamento - Jardim Alvorada - 63m² - 2 Dormitórios.

O Edifício Nisia Alvorada está localizado no Jardim Alvorada, possui fácil acesso as principais vias da cidade

Conheça as características deste lindo apartamento.

- 63m²
- 2 Dormitórios sendo uma suíte
- 1 Salas
- Cozinha Planejada
- 1 Quarto com armários planejado
- Área de serviço
- 1 Vaga de garagem coberta

Lazer no Condomínio:

- Elevador
- Salão de Festas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Industrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L'essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.",63,2,1.0,2,-23.2221283,-45.9120819
898,13,13,Jardim América, São José dos Campos,Rua Mar Del Plata,"Apartamento - Jardim América - Residencial Mar Del Plata - 100m² - 3 Dormitórios - Analisa Permuta.

O Condomínio Mar Del Plata, está localizado no Jardim América possui fácil acesso às principais vias da cidade.

Conheça as características deste lindo apartamento.

- 100m²
- 3 Dormitórios
- Sala ampla
- Cozinha ampla
- Área de serviço
- 2 Banheiros
- 1 Vaga de garagem

Área de Lazer:

- Salão de festa com churrasqueira
- Piscina
- Vestiário

Lazer do Condomínio:

- Salão de Festas
- Churrasqueira
- Piscina

Diferenciais exclusivos

- Alarme
- Armário cozinha
- Armário quarto
- Interfone
- Piso cerâmico
- Porcelanato
- Portão eletrônico

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?",100,3,1.0,2,-23.2380792,-45.9010799
899,14,14,Jardim São José Leste, São José dos Campos,Rua Adelaide Louzada Franco do Amaral,"O apartamento está localizado no bairro Jardim São José Leste com 45 metros quadrados com 2 quartos e 1 banheiro
Possui academia, espaço gourmet, playground, salão de festas.
Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Fica em um condomínio fechado.",45,2,1.0,1,,
900,0,0,Vila Ema, São José dos Campos,Avenida Heitor Villa Lobos,"Apartamento no Residencial Athmosphere Vila Ema.
Área útil: 140m².

Código do anuncio: AP1000.

-4 dormitórios, sendo duas suítes.
-Sala ampla.
-Varanda gourmet.
-Cozinha planejada.
-Área de serviço
-Condomínio com lazer completo.
-Ótima localização.

Esta é uma oportunidade única para viver em um lugar tranquilo, com todas as comodidades que você precisa. Agende sua visita agora mesmo!
- Condição somente á vista!

Para mais informações, visite imovalle.com.br. Siga-nos no Instagram e Facebook: @imovalle -",140,4,2,3,-23.2042624,-45.8912481
901,1,1,Vila Ema, São José dos Campos,Rua Madre Paula de São José,"2 dormitórios, sendo um planejado
Sala 2 ambientes com sacada
cozinha planejada 
área de serviço arejada
Área de lazer completa com:
Solário
Churrasqueira
Quadra poliesportiva
Salão de festas
Piscina com raia
Agende sua visita!!!!

Localiza Negócios Imobiliários
Creci 029765-J",55,2,1,1,-23.2028182,-45.9003141
902,2,2,Jardim Satélite, São José dos Campos,Rua Mário Alves de Almeida,"Apartamento - Jardim Satélite - 3 Dormitórios - 82m².

Amplo apartamento no Jardim Satélite, com vista livre a 300m do Vale Sul Shopping.

Conheça as características deste apartamento:

- 82m² Área útil
- 3 Dormitórios sendo uma suíte
- Sala
- Cozinha
- 2 Banheiros 
- Área de serviços 
- 2 Vagas de garagem 

Diferencias Exclusivos:

- Dormitórios com guarda roupas planejados, sendo um deles suíte com sacada privativa e vista
- Ampla sala de estar com sacada
- Cozinha com armário planejado
- 2 Elevadores
- Portaria virtual
- 2 Torres com dez andares
- 2 Sacadas

Lazer no Condomínio:

- Piscina
- Salão de festas
- Quadra

Imóvel livre de restrições

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 66990 atualizado em 10/08.",82,3,2,2,-23.2161228,-45.8885458
903,3,3,Parque Residencial Aquarius, São José dos Campos,Rua Armando de Oliveira Cobra,"Apartamento no Jardim Aquarius / Edifício Dallas / 03 dormitórios sendo 01 suíte / 105m² / São José dos Campos 

RA AMIL Negócios Imobiliários vende:
Excelente apartamento no Edifício Dallas, com cômodos amplos e ventilados.
O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo, com ruas tranquilas e bem arborizada.
Fácil acesso as principais vias de acesso da região.

Descrição do Imóvel:
105m² Área construída
Amplo apartamento andar alto , vista para Serra e sol da manhã.

Descrição:
3 dormitórios sendo uma suíte com planejado
Ampla sala para 2 ambientes
Cozinha planejada
Dependências e entrada de serviço 
Aquecimento a gás
Piso laminado 

Lazer 
Piscina
Salão de festas
Salão de jogos
Churrasqueira

Agende já sua visita !",105,3,2,3,,
904,4,4,Jardim Oriente, São José dos Campos,Rua das Chácaras,"Apartamento na Zona Sul Jardim Oriente / Residencial Aquarela / 02 dormitórios / 52m² / São José dos Campos

RA AMIL Negócios Imobiliários vende:
Excelente apartamento Residencial Aquarela no Jardim Oriente com cômodos amplos, ventilados e ótima iluminação solar. 
O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo. 
O condomínio possui portaria 24 horas, ruas tranquilas e bem arborizada.
Fácil acesso as principais vias de acesso da região.

Descrição do Imóvel:
01 Sala Ampla
01 Cozinha planejada
02 Dormitórios 
01 Banheiro
Sacada
01 Vaga
Área de serviço
Elevador

Diferenciais do Condomínio:
Vagas para visitantes
Academia,
Playground,
Brinquedoteca,
Áreas de churrasqueira
Salão de festas.

Agende sua visita !",52,2,1,1,-23.2421984,-45.8933765
905,5,5,Jardim Satélite, São José dos Campos,Rua Pedro Tursi,"Apartamento para Venda no bairro Jardim Satélite, localizado na cidade de São José dos Campos / SP, situado na zona Sul.

Com 2 dormitórios, possui 1 banheiro, 1 vaga de garagem.

Área Total de 62,50 m², Área Construída com 62,50 m².

Valor do Imóvel R$ 310.000,00, IPTU R$ 480,00, Valor do Condomínio R$ 420,00, Incluso agua.

Características: Portão Eletrônico, Armários na Cozinha, Garagem Coberta, Habite-se.

Cômodos: Área de Serviço, Cozinha, 2 Dormitórios, Banheiro Social, Sala.

Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado.

APTO ALUGADO!",63,2,1,1,-23.2223764,-45.8856605
906,6,6,Jardim das Colinas, São José dos Campos,Avenida São João,"Paesaggio Jardim das Colinas.- 04 dormitórios, sendo 04 suítes- 03 Salas- Varanda Gourmet - Área de serviço- 04 vagas de garagens cobertas- 06 Wcs- Lareira- LavaboVenha morar no conforto! Ligue agora e agende uma visita.",278,4,4,6,-23.2082214,-45.9083253
907,7,7,Jardim Esplanada II, São José dos Campos,Avenida São João,"Apartamento - Jardim Esplanada - Residencial Malibu - 42m² - 1 Dormitório.

O Residencial Malibu está localizado no Jardim Esplanada, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento.

- 1 Dormitório
- Sala
- Cozinha
- 1 Banheiro
- Área de serviços
- 1 Vaga de garagem coberta

Diferenciais Exclusivos:

- Cozinha com armário embutido
- Portaria 24h
- Vista linda de frente
- Andar alto

Lazer no Condomínio:

- Salão de festas
- Piscina

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Industrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 55035 atualizado em 10/08.",42,1,1,1,-23.2082214,-45.9083253
908,8,8,Bosque dos Eucaliptos, São José dos Campos,Avenida Cidade Jardim,"Apartamento para venda no Bosque dos Eucaliptos em São José dos Campos/SP

- Área útil 125m²,
- 4 dormitórios, sendo 1 suíte.
- Wc social,
- Aquecimento a gás
- Lavabo,
- Despensa, 
- Apartamento silencioso, não pega o barulho da avenida,
- Piso frio em todo o apartamento, 
- Entrada social e de serviço 
- Sala estendida bem espaçosa com área gourmet e churrasqueira concept grill, coifa + armários planejados, 
- Sacada envidraçada com cortinas Blackout com vista para área de lazer, 
- Hack para TV com prateleiras e armários, 
- Detalhes com gesso, iluminação especial e espelho para maior amplitude,
- Cozinha repleta de armários planejados, fogão cooktop com coifa, pia espaçosa em Granito Preto, mesa central em Granito Preto,
- Lavanderia e
- Área de serviço espaçosa, com prateleiras para produtos, varal de roupas pronto pra uso.

Dormitórios:

- Dormitório1 com detalhe especial de parede na cor de cimento queimado, com penteadeira com luzes para maquiagem, armário planejado muito espaçoso e um espelho belíssimo de corpo inteiro, 
- Dormitório 2 com espaço ideal para uma sala de TV, escritório ou dormitório, 
- Dormitório 3 com um excelente e espaçoso armário, além de uma mesa de apoio com prateleiras e 
- Dormitório 4 suíte com armários planejados muito espaçoso, com gaveteiros e sapateira. Vista para a piscina do condomínio.

Banheiros:

- Lavabo: um diferencial dessa planta, novo e decorado.
- Banheiro social com armários planejados, pia em granito preto, espelho com armários de porta de correr e box blindex,
- Wc da suíte com armários planejados, pia em granito na cor clara, espelho com armários de porta de correr e box blindex.

Condomínio:

- Localizado em uma das regiões mais nobres da zona sul da cidade, 
- Avenida arborizada e tranquila para atividades ao ar livre e passeio com cães, 
- Próximo à padarias, farmácias e áreas de lazer públicas, 
- Bairro com comércios variados para facilitar o dia a dia, 
- Torre única, 
- Portaria 24 horas com funcionários, monitoramento e portão eletrônico, 
- Academia, 
- Salão de jogos, 
- Salão de festas climatizado e com todos os itens de cozinha, 
- Sauna, 
- Quadra de esportes, 
- Piscina adulto e infantil, 
- Churrasqueira com forno de pizza e 
- Playground. 

Estacionamento:

- 2 vagas de garagem no subsolo,
- Vagas independentes, um diferencial desse apartamento,
- Bicicletário, 
- Banheiro para uso coletivo e 
- Carrinhos de uso coletivo para transporte de compras.

Vale à pena conhecer!",125,4,2,2,-23.2629313,-45.8910605
909,9,9,Urbanova, São José dos Campos,Avenida Shishina Hifumi,"Apartamento - Urbanova - Residencial Evian- 2 Dormitórios - 64m².

O Residencial Evian está localizada no Urbanova, possui fácil acesso às principais vias da cidade.

Conheça um pouco mais das características deste apartamento:

- 64m²
- 2 Dormitórios sendo uma suíte
- Sala ampla com sacada
- Cozinha com planejados 
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem

Diferenciais Exclusivos:

- Portaria 24h
- Elevador

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 15867 atualizado em 10/08.",64,2,1,2,,
910,10,10,Jardim América, São José dos Campos,Avenida Guadalupe,"Apartamento a venda no Jardim América, 60m².
2 dormitórios, sala, cozinha, wc social, área de serviço, vaga de garagem.
Lazer com salão de festas, churrasqueira, quadra, parquinho e mercadinho, portaria 24h.

Próximo ao Pavilhão Municipal Centro da Juventude, Laboratório Sabin, Vila Sanja, Growing moda masculina, estrada velha, anel viário, Shopping Jardim Oriente, Posto Shell, Ponto Garden, Igreja do Povo e Padaria Flor de Ipê

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?",60,2,1,1,-23.2319718,-45.8942925
911,11,11,Condomínio Royal Park, São José dos Campos,Rua Yukiko Ishida,"Já pensou em apenas entrar e morar?

Portal da Vila ( Jardim Aquarius)

Apartamento está totalmente mobiliado 64 m2, acabamento de gesso,com 2 dormitórios,sendo 1 suíte, 1 sala com sacada gourmet, fechada com vidro e vista para a praça, cozinha com completa, lavabo, e área de serviço.
1 vaga de garagem coberta.

Condomínio completo, piscina,academia, área kids e área gourmet.

Localização excelente, ao lado da Jeep, acesso a dutra, fármacias,mercado, padarias, escolas, Shopping Colinas, e demais acessos da cidade de São José dos Campos.

Se interessou? Entre em contato comigo já pelo 
Beatriz
CRECI: 130.126

Atendimento com total qualidade. -",64,2,1,2,-23.2244165,-45.9087258
912,12,12,Vila Ema, São José dos Campos,Avenida Jorge Zarur,"Apartamento Vila Ema - Residencial Piazza Strauss - 3 Dormitórios - 70m².

O Residencial Piazza Strauss está localizado na Vila Ema, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento:

- 70m²
- 3 Dormitórios sendo uma suíte
- Sala estendida
- Cozinha
- 2 Banheiros
- Área de serviços
- 3 Vagas de garagem

Diferenciais Exclusivos:

- Armários na cozinha
- Varanda gourmet com vidro
- Sala de tv
- Vista livre
- Andar alto
- Vagas de garagem na porta do elevador

Lazer no Condomínio:

- Piscinas
- Sauna
- Quadra poliesportiva
- Churrasqueira
- Salão de festas
- Espaço gourmet
- Brinquedoteca

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados

Apartamento Vila Ema - Residencial Piazza Strauss - 3 Dormitórios - 70m².

O Residencial Piazza Strauss está localizado na Vila Ema, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento:

- 70m²
- 3 Dormitórios sendo uma suíte
- Sala estendida
- Cozinha
- 2 Banheiros
- Área de serviços
- 3 Vagas de garagem

Diferenciais Exclusivos:

- Armários na cozinha
- Varanda gourmet com vidro
- Sala de tv
- Vista livre
- Andar alto
- Vagas de garagem na porta do elevador

Lazer no Condomínio:

- Piscinas
- Sauna
- Quadra poliesportiva
- Churrasqueira
- Salão de festas
- Espaço gourmet
- Brinquedoteca

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Parate",70,3,3,2,-23.2140324,-45.8897746
913,13,13,Parque Industrial, São José dos Campos,Rua Santarem,"Apartamento com 2 e 3 Dormitórios 
1 ou 2 Vagas cobertas
Torre Única
Chuveiros a Gás 
Varanda Gourmet

Conheça o Decorado Hoje mesmo

Cobertura:
Circulação
Churrasqueira
Brinquedoteca
Academia
Deck
Piscina Adulto e Infantil
Área Livre
Lava Pés
02 Duchas

Térreo: 
Área de Circulação para Pedestre
Jardim
Praça
Pista de Caminhada
Hall Social
16 Vagas para visitante

Diferenciais:
Aquecimento a Gás
Churrasqueira na Varanda
Janelas com Persiana de Enrolar
Hobby Box

Localização:
O Residencial Santarém está localizado na melhor localização do Parque Industrial de São José dos Campos, 2 Minutos da Rod. Dutra, 5 Minutos do Carrefour e Atacadão, 3 Minutos do Vale Sul Shopping, 10 Minutos do Shopping Oriente, próximo a Agências Bancárias, Farmácias, Escolas e muito mais.

Conheça o Decorado Hoje mesmo",75,2,2,1 - 2,-23.2311239,-45.9066157
914,14,14,Jardim Satélite, São José dos Campos,Avenida Cidade Jardim,"O apartamento no bairro Jardim Satélite com 77 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui área de recreação infantil, espaço gourmet, academia, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Espaço reservado para preparar o seu churrasco.
Elevador que garante o transporte das suas malas e compras.
Está em um condomínio protegido por grades.",77,2,2,2,-23.2629313,-45.8910605
915,0,0,Vila Ema, São José dos Campos,Rua Padre Rodolfo,"Apartamento - Jardim Apolo - Residencial Allure - 120m² - 3 Dormitórios.

O Residencial Allure está localizado na Jardim Apolo, possui fácil acesso às principais vias da cidade.

Conheça as características deste apartamento:

- 120m²
- 3 Dormitórios sendo três suítes
- Sala
- Cozinha
- 3 Banheiros
- Área de serviços
- 2 Vagas de garagem

Diferenciais Exclusivos:

- 3 Suítes independentes
- Varanda gourmet com churrasqueira a carvão tradicional
- Vagas de garagem subsolo
- Piso em 100% do apartamento
- Box nos banheiros
- Infraestrutura completa de ar condicionado 4 pontos de ar-condicionado
- Fechadura Biométrica
- Persiana automatizada nas janelas das suítes blackout
- Gerador de energia possibilita entrada e saída do prédio, elevador e 3 tomadas dentro do apartamento, inclusive da geladeira. Um ponto de luz na sala, um ponto na cozinha
- Espaço Uber
- Delivery room refrigerado
- Depósitos privativos

Lazer no Condomínio:

- Beach arena
- Piscina adulto e infantil
- Bar da piscina
- Churrasqueira
- Playground
- Fitness completo
- Salão de festas multiuso
- Espaço gourmet multiuso
- Sauna seca com ducha circular
- Salão de jogos
- Brinquedoteca
- Coworking de visitas
- Car wash
- Pet place e dog wash
- Casa de campo multiuso
- Wi-fi nas áreas comuns

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 60852 atualizado em 10/08.",120,3,2,3,-23.2038811,-45.9021055
916,1,1,Jardim Satélite, São José dos Campos,Rua Mário Alves de Almeida,"Apartamento - Jardim Satélite - Residencial Simone - 3 Dormitórios - 82m².

O Residencial Simone está localizado no Jardim Satélite, possui fácil acesso às principais vias da cidade.

Conheça as características deste lindo apartamento:

- 82m²
- 3 Dormitórios sendo uma suíte
- Sala dois ambientes
- Cozinha 
- 1 Banheiro social
- Área de serviços
- 3 Vagas de garagem

Diferenciais Exclusivos:

- Varanda espaçosa
- Dormitórios grandes
- Andar alto

Lazer no Condomínio:

- Salão de festas
- Piscina adulto e infantil

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.
Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 62805 atualizado em 10/08.",82,3,3,2,-23.2161228,-45.8885458
917,2,2,Altos do Esplanada, São José dos Campos,Rua Heitor Vieira Júnior,"Apto de alto padrão com 3 suítes, à venda com 194 m² Aquarius Resort- Andar Alto - Sol da Manhã -Jardim Aquarius - São José dos Campos/SP

Apartamento no Aquarius Resort unidade excelente, sendo 3 suítes, varanda gourmet envidraçada, vista livre, sol da tarde repleto de armários planejados, condomínio com uma excelente área de lazer e quadra de tênis.
Tenha uma qualidade de vida, venha morar no melhor lugar que sua família merece. Venha para o jardim Aquarius.

Condomínio clube com segurança 24 horas, área de lazer completa, salões de festas adulto e infantil, salão de jogos, brinquedoteca, pub, academia, sauna, piscinas adulto e infantil, lan house, salão gourmet, 02 churrasqueiras, quadra poliesportiva, quadra de tênis, playground , espaço mulher, minigolfe, pista de skate, cinema.
Excelente localização, próximo de padarias, mercados, farmácias, escolas, praças e shoppings, com fácil acesso pra Rodovia Dutra.

Agende uma visita e surpreenda-se !

Realizar o seu sonho ou um ótimo investimento, é o nosso objetivo!

Vendas i9vale Imobiliária com especialistas em imóveis de luxo e alto padrão em SJCampos e Jacareí - SP.

!!! Viva a Exclusividade!!! -",194,3,3,3,-23.2127421,-45.9069145
918,3,3,Jardim Satélite, São José dos Campos,Rua Osvaldo Faria,"Apartamento / Bilbao Residencial / Jardim Satélite / 02 dormitórios / 54m² / São José dos Campos
RA AMIL Negócios Imobiliários vende:

Excelente apartamento no Bilbao Residencial, com cômodos amplos, ventilados e sacada
O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo, com ruas tranquilas e bem arborizada.
Fácil acesso as principais vias de acesso da região.

Descrição do Imóvel:
55m² Área construída 
02 Dormitórios sendo 01 suíte com planejados e sacada
01 Sala com dois ambientes e sacada com vista livre
01 Cozinha com armários planejados
02 Banheiros 
01 Vagas de garagem coberta
Área de serviços 
Elevador

RA Amil Negócios Imobiliários
Creci 40046-J
Agende já sua visita !

* Anúncio sujeito a alteração sem aviso prévio do seu proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado.",55,2,1,2,-23.2260246,-45.8795999
919,4,4,Jardim América, São José dos Campos,Rua Mar Del Plata,"Agendamentos: ( 1 2 ) 9 8 8 0 9 5 3 5 2 - Donizete Ferreira

Apartamento - Jardim América - Residencial Texas - 83m² - 3 Dormitórios

- 83m²
- 3 Dormitórios sendo 1 suite
- Sala ampla
- Cozinha ampla
- Área de serviço
- 2 Banheiros
- 2 Vaga de garagem coberta

Diferenciais exclusivos

- Elevador
- Armário cozinha
- Armário no banheiro
- Interfone

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.",83,3,2,2,-23.2380792,-45.9010799
